vid_id,blink_count,frames,bpf
304,11,610,0.018032786885245903
305,23,843,0.027283511269276393
306,41,728,0.05631868131868132
307,0,378,0.0
308,0,502,0.0
309,53,850,0.06235294117647059
310,0,375,0.0
311,36,368,0.09782608695652174
312,95,428,0.2219626168224299
313,2,481,0.004158004158004158
314,0,413,0.0
315,1,304,0.003289473684210526
316,58,566,0.10247349823321555
317,68,682,0.09970674486803519
318,0,475,0.0
319,0,717,0.0
320,119,504,0.2361111111111111
321,11,567,0.019400352733686066
322,18,313,0.05750798722044728
323,403,456,0.8837719298245614
324,1211,1249,0.9695756605284227
325,0,1421,0.0
326,16,914,0.0175054704595186
327,38,495,0.07676767676767676
328,39,319,0.12225705329153605
329,0,415,0.0
330,7,407,0.0171990171990172
331,124,469,0.26439232409381663
332,28,695,0.04028776978417266
333,34,429,0.07925407925407925
334,1339,1339,1.0
335,22,384,0.057291666666666664
336,282,507,0.5562130177514792
337,52,331,0.15709969788519637
338,370,889,0.4161979752530934
339,18,457,0.03938730853391685
340,13,293,0.04436860068259386
341,47,827,0.056831922611850064
342,69,302,0.22847682119205298
343,0,299,0.0
344,0,631,0.0
345,224,423,0.5295508274231678
346,0,615,0.0
347,47,458,0.10262008733624454
348,28,414,0.06763285024154589
349,408,471,0.8662420382165605
350,17,405,0.04197530864197531
351,248,684,0.36257309941520466
352,24,421,0.057007125890736345
353,37,358,0.10335195530726257
354,41,460,0.0891304347826087
355,0,499,0.0
356,0,558,0.0
357,0,346,0.0
358,0,534,0.0
359,1,456,0.0021929824561403508
360,112,385,0.2909090909090909
361,10,455,0.02197802197802198
362,33,455,0.07252747252747253
363,39,473,0.0824524312896406
364,4,648,0.006172839506172839
365,48,369,0.13008130081300814
366,28,404,0.06930693069306931
367,37,649,0.05701078582434515
368,161,761,0.21156373193166886
369,0,320,0.0
370,185,396,0.4671717171717172
371,0,718,0.0
372,0,486,0.0
373,46,602,0.07641196013289037
374,209,586,0.35665529010238906
375,54,353,0.1529745042492918
376,411,515,0.7980582524271844
377,398,398,1.0
378,233,761,0.3061760840998686
379,56,341,0.16422287390029325
380,13,455,0.02857142857142857
381,24,578,0.04152249134948097
382,19,313,0.06070287539936102
383,28,465,0.060215053763440864
384,0,462,0.0
385,5,349,0.014326647564469915
386,4,449,0.008908685968819599
387,0,528,0.0
388,51,636,0.08018867924528301
389,7,314,0.022292993630573247
390,102,809,0.1260815822002472
391,5,547,0.009140767824497258
392,57,1496,0.038101604278074866
393,0,579,0.0
394,42,420,0.1
395,4,448,0.008928571428571428
396,40,525,0.0761904761904762
397,5,355,0.014084507042253521
398,68,582,0.11683848797250859
399,43,862,0.04988399071925754
400,2,357,0.0056022408963585435
401,100,492,0.2032520325203252
402,36,423,0.0851063829787234
403,704,707,0.9957567185289957
404,56,798,0.07017543859649122
405,0,531,0.0
406,10,512,0.01953125
407,62,504,0.12301587301587301
408,19,306,0.06209150326797386
409,1,361,0.002770083102493075
410,88,459,0.19172113289760348
411,24,529,0.045368620037807186
412,62,572,0.10839160839160839
413,33,379,0.0870712401055409
414,30,587,0.05110732538330494
415,11,563,0.019538188277087035
416,157,313,0.5015974440894568
417,147,861,0.17073170731707318
418,60,319,0.18808777429467086
419,11,487,0.022587268993839837
420,41,1126,0.03641207815275311
421,124,1038,0.11946050096339114
422,0,316,0.0
423,37,1814,0.020396912899669238
424,0,311,0.0
425,205,336,0.6101190476190477
426,1,335,0.0029850746268656717
427,468,468,1.0
428,40,540,0.07407407407407407
429,7,457,0.015317286652078774
430,16,357,0.04481792717086835
431,13,616,0.021103896103896104
432,108,360,0.3
433,28,532,0.05263157894736842
434,0,337,0.0
435,1,476,0.0021008403361344537
436,39,518,0.07528957528957529
437,82,593,0.13827993254637436
438,23,542,0.042435424354243544
439,0,462,0.0
440,78,419,0.18615751789976134
441,0,305,0.0
442,0,355,0.0
443,3,1146,0.002617801047120419
444,212,437,0.4851258581235698
445,6,1053,0.005698005698005698
446,0,423,0.0
447,33,326,0.10122699386503067
448,21,528,0.03977272727272727
449,45,306,0.14705882352941177
450,76,774,0.09819121447028424
451,1,383,0.0026109660574412533
452,3,606,0.0049504950495049506
453,74,645,0.11472868217054263
454,49,384,0.12760416666666666
455,0,370,0.0
456,608,608,1.0
457,63,528,0.11931818181818182
458,7,351,0.019943019943019943
459,18,526,0.034220532319391636
460,17,640,0.0265625
461,42,612,0.06862745098039216
462,0,585,0.0
463,85,315,0.2698412698412698
464,182,404,0.4504950495049505
465,139,329,0.42249240121580545
466,12,334,0.03592814371257485
467,349,423,0.8250591016548463
468,1,597,0.0016750418760469012
469,0,414,0.0
470,79,905,0.08729281767955802
471,119,540,0.22037037037037038
472,8,479,0.016701461377870562
473,0,574,0.0
474,65,296,0.2195945945945946
475,0,337,0.0
476,9,310,0.02903225806451613
477,53,365,0.14520547945205478
478,74,749,0.09879839786381843
479,2,488,0.004098360655737705
480,7,485,0.01443298969072165
481,112,414,0.27053140096618356
482,8,354,0.022598870056497175
483,38,375,0.10133333333333333
484,87,319,0.2727272727272727
485,16,803,0.019925280199252802
486,2,564,0.0035460992907801418
487,41,319,0.12852664576802508
488,62,518,0.11969111969111969
489,153,566,0.2703180212014134
490,232,635,0.3653543307086614
491,426,427,0.9976580796252927
492,28,347,0.08069164265129683
493,28,395,0.07088607594936709
494,39,802,0.048628428927680795
495,107,573,0.18673647469458987
496,32,1496,0.0213903743315508
497,23,621,0.037037037037037035
498,0,317,0.0
499,52,514,0.10116731517509728
500,0,292,0.0
501,149,522,0.28544061302681994
502,9,317,0.028391167192429023
503,2,674,0.002967359050445104
504,48,317,0.15141955835962145
505,0,543,0.0
506,1,668,0.0014970059880239522
507,0,469,0.0
508,17,603,0.028192371475953566
509,138,563,0.24511545293072823
510,86,340,0.2529411764705882
511,0,809,0.0
512,133,750,0.17733333333333334
513,0,494,0.0
514,337,361,0.9335180055401662
515,91,766,0.11879895561357702
516,7,354,0.01977401129943503
517,1,373,0.002680965147453083
518,0,295,0.0
519,1,751,0.0013315579227696406
520,35,350,0.1
521,11,304,0.03618421052631579
522,92,713,0.12903225806451613
523,0,375,0.0
524,1,527,0.0018975332068311196
525,0,517,0.0
526,0,838,0.0
527,0,342,0.0
528,0,377,0.0
529,24,335,0.07164179104477612
530,0,716,0.0
531,62,319,0.19435736677115986
532,0,391,0.0
533,58,558,0.1039426523297491
534,152,384,0.3958333333333333
535,14,667,0.020989505247376312
536,37,603,0.06135986733001658
537,32,385,0.08311688311688312
538,28,596,0.04697986577181208
539,2,313,0.006389776357827476
540,29,957,0.030303030303030304
541,0,390,0.0
542,21,320,0.065625
543,0,718,0.0
544,65,355,0.18309859154929578
545,0,436,0.0
546,117,714,0.1638655462184874
547,496,496,1.0
548,1,573,0.0017452006980802793
549,98,624,0.15705128205128205
550,93,444,0.20945945945945946
551,676,727,0.9298486932599724
552,28,303,0.0924092409240924
553,0,364,0.0
554,88,828,0.10628019323671498
555,119,572,0.20804195804195805
556,40,372,0.10752688172043011
557,53,509,0.10412573673870335
558,48,535,0.08971962616822429
559,148,334,0.4431137724550898
560,6,349,0.017191977077363897
561,0,416,0.0
562,16,467,0.034261241970021415
563,33,390,0.08461538461538462
564,0,648,0.0
565,1,430,0.002325581395348837
566,4,723,0.005532503457814661
567,328,340,0.9647058823529412
568,0,570,0.0
569,19,335,0.056716417910447764
570,0,430,0.0
571,0,576,0.0
572,24,347,0.069164265129683
573,10,613,0.01631321370309951
574,1,507,0.0019723865877712033
575,57,557,0.10233393177737882
576,26,461,0.05639913232104121
577,0,344,0.0
578,54,564,0.09574468085106383
579,20,476,0.04201680672268908
580,277,292,0.9486301369863014
581,30,382,0.07853403141361257
582,10,431,0.02320185614849188
583,25,475,0.05263157894736842
584,8,475,0.016842105263157894
585,1,359,0.002785515320334262
586,20,379,0.052770448548812667
587,42,626,0.0670926517571885
588,18,544,0.03308823529411765
589,68,686,0.09912536443148688
590,45,600,0.075
591,68,541,0.1256931608133087
592,0,383,0.0
593,191,535,0.35700934579439253
594,0,294,0.0
595,25,565,0.04424778761061947
596,31,557,0.05565529622980251
597,7,297,0.02356902356902357
598,3,686,0.004373177842565598
599,78,398,0.19597989949748743
600,38,388,0.0979381443298969
601,53,364,0.14560439560439561
602,39,667,0.05847076461769116
603,11,296,0.037162162162162164
604,60,825,0.07272727272727272
605,44,664,0.06626506024096386
606,28,387,0.07235142118863049
607,14,454,0.030837004405286344
608,1203,1205,0.9983402489626556
609,0,489,0.0
610,323,394,0.8197969543147208
611,0,645,0.0
612,33,420,0.07857142857142857
613,6,415,0.014457831325301205
614,336,507,0.6627218934911243
615,0,452,0.0
616,0,663,0.0
617,12,312,0.038461538461538464
618,9,382,0.02356020942408377
619,27,305,0.08852459016393442
620,30,628,0.04777070063694268
621,68,370,0.1837837837837838
622,0,371,0.0
623,8,352,0.022727272727272728
624,0,350,0.0
625,21,332,0.06325301204819277
626,0,975,0.0
627,38,374,0.10160427807486631
628,10,895,0.0111731843575419
629,76,990,0.07676767676767676
630,0,423,0.0
631,23,424,0.054245283018867926
632,0,427,0.0
633,0,512,0.0
634,67,338,0.19822485207100593
635,0,764,0.0
636,0,335,0.0
637,57,510,0.11176470588235295
638,18,698,0.025787965616045846
639,58,662,0.08761329305135952
640,3,306,0.00980392156862745
641,68,350,0.19428571428571428
642,59,573,0.10296684118673648
643,299,364,0.8214285714285714
644,3,413,0.007263922518159807
645,179,554,0.3231046931407942
646,0,440,0.0
647,699,699,1.0
648,321,471,0.6815286624203821
649,97,930,0.1043010752688172
650,50,693,0.07215007215007214
651,0,380,0.0
652,0,456,0.0
653,0,731,0.0
654,84,410,0.2048780487804878
655,16,678,0.02359882005899705
656,23,505,0.04554455445544554
657,74,546,0.13553113553113552
658,48,404,0.1188118811881188
659,129,1001,0.12887112887112886
660,0,340,0.0
661,0,513,0.0
662,39,496,0.07862903225806452
663,26,316,0.08227848101265822
664,13,293,0.04436860068259386
665,12,324,0.037037037037037035
666,0,383,0.0
667,117,469,0.24946695095948826
668,0,398,0.0
669,384,489,0.7852760736196319
670,58,481,0.12058212058212059
671,0,343,0.0
672,50,541,0.09242144177449169
673,44,592,0.07432432432432433
674,147,367,0.40054495912806537
675,44,421,0.10451306413301663
676,38,515,0.07378640776699029
677,15,314,0.04777070063694268
678,0,400,0.0
679,16,416,0.038461538461538464
680,23,300,0.07666666666666666
681,0,840,0.0
682,3,965,0.0031088082901554403
683,37,302,0.12251655629139073
684,58,497,0.11670020120724346
685,38,522,0.07279693486590039
686,288,342,0.8421052631578947
687,26,469,0.05543710021321962
688,70,571,0.12259194395796848
689,0,455,0.0
690,211,331,0.6374622356495468
691,44,540,0.08148148148148149
692,0,354,0.0
693,61,595,0.10252100840336134
694,299,299,1.0
695,39,310,0.12580645161290321
696,46,405,0.11358024691358025
697,120,465,0.25806451612903225
698,10,304,0.03289473684210526
699,25,524,0.04770992366412214
700,89,333,0.2672672672672673
701,11,393,0.027989821882951654
702,45,749,0.06008010680907877
703,14,375,0.037333333333333336
704,15,450,0.03333333333333333
705,22,473,0.046511627906976744
706,11,328,0.03353658536585366
707,10,1034,0.009671179883945842
708,2,549,0.0036429872495446266
709,2,300,0.006666666666666667
710,18,378,0.047619047619047616
711,38,292,0.13013698630136986
712,405,550,0.7363636363636363
713,0,527,0.0
714,0,560,0.0
715,0,856,0.0
716,0,628,0.0
717,4,374,0.0106951871657754
718,0,578,0.0
719,0,402,0.0
720,44,564,0.07801418439716312
721,109,581,0.18760757314974183
722,395,396,0.9974747474747475
723,67,730,0.09178082191780822
724,45,600,0.075
725,0,699,0.0
726,51,410,0.12439024390243902
727,69,554,0.12454873646209386
728,43,568,0.07570422535211267
729,32,636,0.050314465408805034
730,23,719,0.031988873435326845
731,0,778,0.0
732,50,426,0.11737089201877934
733,4,518,0.007722007722007722
734,75,1098,0.06830601092896176
735,1,802,0.0012468827930174563
736,1,414,0.0024154589371980675
737,9,369,0.024390243902439025
738,187,417,0.44844124700239807
739,0,304,0.0
740,38,348,0.10919540229885058
741,130,370,0.35135135135135137
742,5,623,0.008025682182985553
743,0,311,0.0
744,45,294,0.15306122448979592
745,0,569,0.0
746,21,493,0.04259634888438134
747,0,470,0.0
748,0,318,0.0
749,4,693,0.005772005772005772
750,36,441,0.08163265306122448
751,3,331,0.00906344410876133
752,150,1016,0.14763779527559054
753,89,686,0.12973760932944606
754,0,401,0.0
755,5,336,0.01488095238095238
756,16,570,0.028070175438596492
757,35,441,0.07936507936507936
758,43,391,0.10997442455242967
759,433,434,0.9976958525345622
760,1,306,0.0032679738562091504
761,1,343,0.0029154518950437317
762,408,416,0.9807692307692307
763,53,812,0.06527093596059114
764,0,369,0.0
765,25,388,0.06443298969072164
766,5,860,0.005813953488372093
767,2,407,0.004914004914004914
768,0,330,0.0
769,105,484,0.21694214876033058
770,27,653,0.04134762633996937
771,73,634,0.11514195583596215
772,1,341,0.002932551319648094
773,44,579,0.07599309153713299
774,302,313,0.9648562300319489
775,0,559,0.0
776,331,331,1.0
777,0,325,0.0
778,0,328,0.0
779,26,306,0.08496732026143791
780,16,402,0.03980099502487562
781,119,475,0.2505263157894737
782,20,556,0.03597122302158273
783,11,403,0.02729528535980149
784,0,557,0.0
785,79,413,0.19128329297820823
786,7,520,0.013461538461538462
787,2,502,0.00398406374501992
788,0,534,0.0
789,40,567,0.07054673721340388
790,413,690,0.5985507246376811
791,27,333,0.08108108108108109
792,0,383,0.0
793,215,590,0.3644067796610169
794,36,879,0.040955631399317405
795,31,550,0.056363636363636366
796,96,1001,0.0959040959040959
797,0,434,0.0
798,7,371,0.018867924528301886
799,0,1227,0.0
800,51,338,0.15088757396449703
801,0,444,0.0
802,15,351,0.042735042735042736
803,1,297,0.003367003367003367
804,0,359,0.0
805,0,411,0.0
806,0,301,0.0
807,7,650,0.010769230769230769
808,1,637,0.0015698587127158557
809,367,367,1.0
810,0,1052,0.0
811,14,542,0.025830258302583026
812,4,433,0.009237875288683603
813,0,360,0.0
814,23,550,0.04181818181818182
815,198,452,0.43805309734513276
816,9,411,0.021897810218978103
817,419,419,1.0
818,0,466,0.0
819,0,927,0.0
820,65,665,0.09774436090225563
821,8,423,0.018912529550827423
822,0,297,0.0
823,15,672,0.022321428571428572
824,577,577,1.0
825,10,547,0.018281535648994516
826,0,355,0.0
827,21,311,0.06752411575562701
828,35,319,0.109717868338558
829,38,801,0.04744069912609238
830,32,511,0.06262230919765166
831,0,327,0.0
832,17,553,0.03074141048824593
833,305,600,0.5083333333333333
834,218,303,0.7194719471947195
835,48,426,0.11267605633802817
836,12,343,0.03498542274052478
837,9,443,0.020316027088036117
838,40,457,0.087527352297593
839,1,385,0.0025974025974025974
840,23,840,0.02738095238095238
841,0,519,0.0
842,99,447,0.2214765100671141
843,16,318,0.050314465408805034
844,0,852,0.0
845,270,356,0.7584269662921348
846,36,353,0.10198300283286119
847,21,301,0.06976744186046512
848,185,360,0.5138888888888888
849,11,322,0.034161490683229816
850,5,612,0.008169934640522876
851,4,833,0.004801920768307323
852,11,427,0.02576112412177986
853,21,616,0.03409090909090909
854,7,294,0.023809523809523808
855,0,630,0.0
856,116,1103,0.10516772438803264
857,1,640,0.0015625
858,104,483,0.2153209109730849
859,41,333,0.12312312312312312
860,0,459,0.0
861,0,594,0.0
862,470,470,1.0
863,38,513,0.07407407407407407
864,30,326,0.09202453987730061
865,0,347,0.0
866,5,509,0.009823182711198428
867,69,1489,0.04633982538616521
868,32,431,0.07424593967517401
869,18,333,0.05405405405405406
870,15,604,0.024834437086092714
871,318,348,0.9137931034482759
872,0,474,0.0
873,0,884,0.0
874,0,469,0.0
875,8,422,0.018957345971563982
876,49,313,0.15654952076677317
877,438,570,0.7684210526315789
878,120,736,0.16304347826086957
879,0,839,0.0
880,435,435,1.0
881,47,638,0.07366771159874608
882,15,333,0.04504504504504504
883,120,433,0.27713625866050806
884,335,343,0.9766763848396501
885,26,329,0.0790273556231003
886,0,525,0.0
887,11,339,0.032448377581120944
888,307,307,1.0
889,12,329,0.0364741641337386
890,0,341,0.0
891,103,296,0.34797297297297297
892,54,311,0.17363344051446947
893,107,537,0.19925512104283055
894,0,328,0.0
895,0,294,0.0
896,29,531,0.054613935969868174
897,30,333,0.09009009009009009
898,6,349,0.017191977077363897
899,74,560,0.13214285714285715
900,98,341,0.2873900293255132
901,0,523,0.0
902,0,295,0.0
903,40,567,0.07054673721340388
904,20,359,0.055710306406685235
905,38,382,0.09947643979057591
906,38,389,0.09768637532133675
907,114,525,0.21714285714285714
908,45,667,0.06746626686656672
909,1,637,0.0015698587127158557
910,0,292,0.0
911,15,329,0.04559270516717325
912,0,647,0.0
913,208,634,0.3280757097791798
914,2,307,0.006514657980456026
915,1,352,0.002840909090909091
916,17,484,0.03512396694214876
917,37,448,0.08258928571428571
918,39,472,0.0826271186440678
919,51,534,0.09550561797752809
920,1,371,0.0026954177897574125
921,0,296,0.0
922,6,616,0.00974025974025974
923,595,602,0.9883720930232558
924,48,1248,0.038461538461538464
925,0,356,0.0
926,0,333,0.0
927,0,697,0.0
928,1,376,0.0026595744680851063
929,0,462,0.0
930,350,448,0.78125
931,14,319,0.0438871473354232
932,19,484,0.03925619834710744
933,93,494,0.1882591093117409
934,0,377,0.0
935,22,540,0.040740740740740744
936,20,297,0.06734006734006734
937,0,455,0.0
938,0,369,0.0
939,0,511,0.0
940,71,309,0.2297734627831715
941,268,494,0.5425101214574899
942,15,495,0.030303030303030304
943,0,470,0.0
944,0,342,0.0
945,0,761,0.0
946,46,462,0.09956709956709957
947,70,641,0.10920436817472699
948,109,434,0.2511520737327189
949,24,686,0.03498542274052478
950,131,763,0.17169069462647443
951,90,1176,0.07653061224489796
952,0,700,0.0
953,139,351,0.396011396011396
954,24,376,0.06382978723404255
955,0,531,0.0
956,0,542,0.0
957,54,418,0.1291866028708134
958,50,392,0.12755102040816327
959,7,482,0.014522821576763486
960,206,345,0.5971014492753624
961,32,323,0.09907120743034056
962,36,460,0.0782608695652174
963,411,692,0.5939306358381503
964,0,451,0.0
965,0,348,0.0
966,0,364,0.0
967,36,412,0.08737864077669903
968,3,300,0.01
969,0,356,0.0
970,11,476,0.023109243697478993
971,32,354,0.0903954802259887
972,2,311,0.006430868167202572
973,463,533,0.8686679174484052
974,313,318,0.9842767295597484
975,39,304,0.12828947368421054
976,16,328,0.04878048780487805
977,22,651,0.03379416282642089
978,87,757,0.11492734478203434
979,8,335,0.023880597014925373
980,116,383,0.3028720626631854
981,83,372,0.22311827956989247
982,54,845,0.06390532544378698
983,0,406,0.0
984,0,339,0.0
985,29,343,0.08454810495626822
986,361,828,0.4359903381642512
987,49,575,0.08521739130434783
988,6,455,0.013186813186813187
989,116,960,0.12083333333333333
990,82,305,0.26885245901639343
991,40,402,0.09950248756218906
992,50,718,0.06963788300835655
993,29,409,0.07090464547677261
994,22,316,0.06962025316455696
995,41,548,0.07481751824817519
996,1,312,0.003205128205128205
997,24,438,0.0547945205479452
998,21,344,0.061046511627906974
999,4,335,0.011940298507462687
